style
Altbier
American Amber Ale
English Barleywine
American Barleywine
Berliner Weisse
Bière de Garde
Ordinary Bitter
Best Bitter
Strong Bitter
Blonde Ale
Helles Bock/Dunkles Bock
British Brown Ale
American Brown Ale
London Brown Ale (Historical)
California Common
Cream Ale
Doppelbock
German Helles Exportbier
Munich Dunkel
Dunkles Weissbier
Eisbock
Flanders Red Ale
British Golden Ale
Gose (Historical)
Gueuze
Munich Helles
English IPA
American IPA
Specialty IPA
Double IPA
New England IPA
Triple IPA
Kölsch
Lambic
Fruit Lambic
Helles Bock
Dark Mild
Festbier Märzen
Old Ale
Oud Bruin
American Pale Ale
Belgian Pale Ale
American Lager
International Pale Lager
Czech Pale Lager
Czech Premium Pale Lager
German Pils
Baltic Porter
English Porter
American Porter
Pre-Prohibition Porter (Historical)
Irish Red Ale
Roggenbier (Historical)
Saison
Schwarzbier
Wee Heavy
Irish Stout
Irish Extra Stout
Sweet Stout
Oatmeal Stout
Tropical Stout
Foreign Extra Stout
American Stout
Imperial Stout
Vienna Lager
Weissbier
Weizenbock
Witbier
